"","gene_id","gene_type","logFC","AveExpr"
"2759","ENSG00000239873.2","processed_pseudogene",0.137841463824441,0.147079186738875
"12653","ENSG00000250393.1","processed_pseudogene",-0.137788174791295,5.87572305679876
"10770","ENSG00000144815.15","protein_coding",0.1853081040999,-0.949566275946165
"1866","ENSG00000162433.14","protein_coding",0.167153849075031,0.676536848844973
"10865","ENSG00000240891.7","protein_coding",0.146614746273436,-0.167944518644221
"13795","ENSG00000251577.5","antisense",0.148743645209732,0.705334877520119
"9203","ENSG00000277842.1","miRNA",0.16080295617246,2.62753877606087
"6458","ENSG00000231386.1","processed_pseudogene",-0.139587899157761,2.93686607033877
"9039","ENSG00000199791.1","snRNA",0.145501818791034,3.57215612907421
"8702","ENSG00000202164.1","rRNA_pseudogene",0.144019043459429,0.739541233313239
"7441","ENSG00000264229.1","snRNA",-0.12941918794429,5.88509913992911
"3613","ENSG00000284035.1","miRNA",0.154979352128417,2.95429838774952
"6467","ENSG00000241159.3","misc_RNA",-0.137838980013056,5.59799576147042
"17667","ENSG00000253617.2","processed_pseudogene",0.152959437769762,2.05651637949931
"15488","ENSG00000248668.2","processed_transcript",0.144099861484144,-0.925878409375501
"2024","ENSG00000251785.1","rRNA_pseudogene",0.147588937420297,1.48595560749886
"12726","ENSG00000242358.1","processed_pseudogene",-0.136339609662093,6.44111081631667
"14035","ENSG00000213480.3","processed_pseudogene",0.14269840777976,2.52704715352115
"88","ENSG00000184163.3","protein_coding",0.154008731061804,1.50933722177348
"18749","ENSG00000124507.10","protein_coding",-0.148390160476665,5.17162354956893
"9446","ENSG00000157014.10","protein_coding",-0.135924492359932,4.59714830771293
"13418","ENSG00000182585.9","protein_coding",0.136378783040414,1.92134108389425
"5837","ENSG00000213620.3","processed_pseudogene",0.153784458158512,-0.923738861464242
"18438","ENSG00000066379.14","protein_coding",0.151264137447419,2.95927831883699
"8479","ENSG00000178074.5","protein_coding",0.164105570473304,-1.34724510596884
"16946","ENSG00000204969.6","protein_coding",0.163017329857626,0.143237575876404
"7356","ENSG00000202427.1","snRNA",0.181340529283337,-0.840898583952227
"17413","ENSG00000188573.7","protein_coding",-0.174352577682474,1.92466310248161
"6516","ENSG00000187833.7","protein_coding",0.145334401617888,2.11024066046862
"17411","ENSG00000113645.14","protein_coding",-0.145613192871369,3.78160163949156
"5893","ENSG00000207255.1","snRNA",0.159977344413647,6.39960006230454
"7437","ENSG00000115112.7","protein_coding",-0.142677074717034,7.47794683126186
"8546","ENSG00000212184.1","snRNA",0.152472039865335,-0.183390631727506
"13957","ENSG00000138653.9","protein_coding",0.185689319084034,1.42484103852403
"16922","ENSG00000283155.1","processed_transcript",-0.160386118405076,-0.0105524190697172
"10953","ENSG00000278072.1","misc_RNA",0.182808701400361,2.06527385309477
"7244","ENSG00000233370.1","processed_pseudogene",-0.211305516974579,-1.14980743912485
"6456","ENSG00000228034.1","processed_pseudogene",-0.137123641618111,5.9585027955362
"7921","ENSG00000228937.1","processed_pseudogene",0.166129515569471,-0.858235914866579
"1538","ENSG00000117834.12","protein_coding",-0.170077976982162,-1.39056062165891
"14415","ENSG00000248208.1","processed_pseudogene",0.156500375663693,-0.361956229432826
"4438","ENSG00000236889.1","lincRNA",-0.170577971889468,7.48945537943355
"17902","ENSG00000225092.2","sense_intronic",0.138713533147574,0.701113449055611
"17446","ENSG00000253348.1","antisense",0.159707055820955,-0.719408068266287
"15910","ENSG00000251604.1","lincRNA",0.149438665944097,0.280638969149496
"15701","ENSG00000213896.4","processed_pseudogene",0.160957707169363,0.0736151077113482
"2942","ENSG00000131778.18","protein_coding",0.152473430060651,9.55578836095301
"16169","ENSG00000250377.1","lincRNA",0.169834741005778,3.88089585930697
"10623","ENSG00000239829.1","processed_pseudogene",-0.146626919509426,-0.922394856419254
"18600","ENSG00000201823.1","snoRNA",0.153864013237947,4.50512149554727
"9362","ENSG00000275981.1","misc_RNA",-0.164704125933501,-0.912983822041227
"15717","ENSG00000276945.1","unprocessed_pseudogene",0.149843564085061,2.56746992333374
"6291","ENSG00000186889.9","protein_coding",0.155842061625364,2.28165113552551
"3044","ENSG00000264522.5","protein_coding",0.121621250609576,3.364839456261
"4078","ENSG00000271387.1","lincRNA",-0.148237820733166,-1.28116346003832
"10176","ENSG00000186792.16","protein_coding",0.154202620666962,-0.422656796109943
"5417","ENSG00000213774.3","processed_pseudogene",-0.1251881833692,4.84934532737458
"85","ENSG00000186827.10","protein_coding",0.143475404505699,3.26953368945392
"9244","ENSG00000222020.2","antisense",0.170848247823654,-0.30791214355477
"9125","ENSG00000263941.2","misc_RNA",0.163750000523274,1.93489059617995
"6542","ENSG00000159239.13","protein_coding",0.198481107250657,-1.51441901655319
"11826","ENSG00000244193.1","transcribed_processed_pseudogene",-0.132698879323024,9.06608270197665
"4634","ENSG00000229016.1","processed_pseudogene",-0.138101207109228,2.68897815263063
"16084","ENSG00000248192.1","antisense",0.131353473581461,5.21938060896581
"3940","ENSG00000202609.4","miRNA",0.176157437159131,-0.103844664521357
"15303","ENSG00000249744.1","processed_pseudogene",0.171110776563409,-1.25324355344614
"7474","ENSG00000238788.1","snRNA",0.144701288518707,-0.256617008027344
"7560","ENSG00000248136.1","unprocessed_pseudogene",0.131885373867968,2.5288150648977
"9242","ENSG00000265215.1","miRNA",-0.136966048519871,4.94971313184399
"13983","ENSG00000269893.6","lincRNA",0.15012544476679,0.511431118236107
"10191","ENSG00000202322.1","rRNA_pseudogene",0.14544117670182,-0.00762738198474099
"7618","ENSG00000284003.1","unprocessed_pseudogene",0.126174616529445,1.91587403122513
"15164","ENSG00000206814.1","misc_RNA",-0.16693755727961,6.71776553537778
"16404","ENSG00000164209.16","protein_coding",0.129202869039671,1.65435722556291
"10289","ENSG00000163932.13","protein_coding",0.126837798058712,5.47919087899223
"4796","ENSG00000228548.1","antisense",0.149134985339524,2.73963721197369
"15072","ENSG00000278874.1","TEC",-0.133947090629571,5.71464261527857
"1297","ENSG00000066136.20","protein_coding",0.136059228790726,1.68565162879235
"7612","ENSG00000233087.7","protein_coding",0.153007090564663,2.71230930838679
"10120","ENSG00000270538.1","processed_pseudogene",-0.13755956534657,6.23794973836485
"16597","ENSG00000249904.1","processed_pseudogene",-0.132024524820209,5.07078956125361
"16103","ENSG00000152422.15","protein_coding",0.182142292310997,-0.573152170157711
"11368","ENSG00000158234.12","protein_coding",0.180936726726696,5.45629934328779
"13722","ENSG00000249764.1","processed_pseudogene",0.138918329414205,-0.807419584533528
"13496","ENSG00000249565.2","processed_pseudogene",0.176057473673701,0.61352009680797
"6377","ENSG00000224071.1","processed_pseudogene",-0.142489445207988,12.3268932398271
"18902","ENSG00000278745.1","processed_pseudogene",0.154154181188277,-1.32705648576431
"14009","ENSG00000223208.1","snRNA",0.12311045508854,3.90994788429571
"12782","ENSG00000109819.8","protein_coding",0.147747257667602,2.86225125270731
"10763","ENSG00000201511.1","misc_RNA",0.125416654207672,6.88306721583917
"8143","ENSG00000138433.15","protein_coding",-0.133370704820104,7.2916222945413
"3495","ENSG00000180437.5","unprocessed_pseudogene",0.16307720605288,1.47379924538926
"17039","ENSG00000081791.8","protein_coding",-0.136404383504772,10.3045130985223
"1286","ENSG00000187815.9","protein_coding",0.179173495808065,-1.37111911289234
"678","ENSG00000236936.1","antisense",-0.14228893687433,3.57914471407982
"4692","ENSG00000227925.1","lincRNA",-0.168419992888478,6.04788512188903
"138","ENSG00000078369.17","protein_coding",0.129038910098444,6.7067395998102
"7011","ENSG00000271015.1","IG_V_pseudogene",0.142889109411941,1.59075368974603
"139","ENSG00000231050.1","antisense",0.144351948815917,-0.663403397056714
"11558","ENSG00000244541.5","lincRNA",-0.130722290215848,3.70403506317806
"13583","ENSG00000258013.2","processed_pseudogene",0.1407549039071,2.18644913087143
"5014","ENSG00000227962.1","processed_pseudogene",0.131859490555529,1.55158552688431
"13342","ENSG00000236959.1","transcribed_unitary_pseudogene",-0.141082606864319,5.71572460234643
"5455","ENSG00000240960.1","processed_pseudogene",0.18696281397676,-0.245513779800148
"15247","ENSG00000248874.5","lincRNA",0.163647932088344,1.7266056959959
"17681","ENSG00000204659.4","protein_coding",0.183475466044201,-1.60960440594703
"11492","ENSG00000243620.1","antisense",0.141441764696269,0.630551412124829
"5147","ENSG00000265201.1","miRNA",-0.138975121808618,5.6980248885648
"12712","ENSG00000273133.1","antisense",-0.144310989255536,4.24729245139989
"9253","ENSG00000231278.1","unprocessed_pseudogene",-0.137948630268326,2.69466364827256
"10651","ENSG00000184500.15","protein_coding",0.162521083466075,-0.667086502754744
"11730","ENSG00000238427.1","snRNA",0.171666170860178,-1.39390201921467
"4954","ENSG00000224436.1","processed_pseudogene",0.181894215702367,1.30170169610518
"4656","ENSG00000067704.9","protein_coding",-0.13795913240897,7.59734232070743
"8931","ENSG00000237732.9","transcribed_unprocessed_pseudogene",0.146829439763783,-0.0437809259825274
"4831","ENSG00000143793.12","protein_coding",-0.181449893685521,7.5136331365763
"8219","ENSG00000271825.1","antisense",-0.133679155229312,6.56023236827759
"5015","ENSG00000230026.2","processed_pseudogene",0.143345234214191,-0.755550370046624
"4550","ENSG00000224763.1","processed_pseudogene",0.153111194422979,6.4950804631674
"8904","ENSG00000222678.1","misc_RNA",-0.136253696794922,5.38866876005535
"11863","ENSG00000234717.1","lincRNA",0.147536524215352,1.33119254718365
"18648","ENSG00000204290.10","protein_coding",0.150361357174985,-0.789849985694926
"15025","ENSG00000250761.2","antisense",0.131133696464756,1.52298295044512
"15399","ENSG00000168671.9","protein_coding",0.150950283931211,4.11554397064919
"1571","ENSG00000237130.1","processed_pseudogene",-0.204539645460047,-1.64326925255581
"18865","ENSG00000217165.1","processed_pseudogene",0.166127804976706,0.88994260332618
"6257","ENSG00000212978.6","processed_transcript",0.147700085772828,2.73060127457707
"6909","ENSG00000233158.1","processed_pseudogene",-0.18291087098721,-1.22409022071466
"7215","ENSG00000259863.1","lincRNA",-0.138353498687852,9.70440120018904
"606","ENSG00000235282.3","processed_pseudogene",-0.131416886498173,6.67924067751913
"2529","ENSG00000197106.6","protein_coding",0.150375534709869,1.03731331395864
"17211","ENSG00000270904.1","processed_pseudogene",0.151896795988748,-1.32482385518758
"11769","ENSG00000240824.1","processed_pseudogene",0.147857413686057,-1.11833859623106
"14787","ENSG00000109771.15","protein_coding",0.14167325442721,0.308890145812784
"1395","ENSG00000117410.13","protein_coding",0.130695749563837,2.52011848818274
"15397","ENSG00000249748.1","antisense",0.168825586183101,0.740307007916697
"10893","ENSG00000272844.1","antisense",0.140089074629549,4.11782451016215
"11651","ENSG00000169359.14","protein_coding",0.127798050387157,2.0894801063331
"9729","ENSG00000091317.7","protein_coding",-0.140615407581151,-1.09844951576778
"17113","ENSG00000272239.1","antisense",-0.128248919601604,3.99161260811895
"14894","ENSG00000250848.1","processed_pseudogene",-0.165245618454774,0.478565026059576
"3893","ENSG00000234741.7","processed_transcript",0.14142603935441,1.17604612662608
"16227","ENSG00000270133.1","sense_intronic",-0.121807628393004,4.60077913352288
"10222","ENSG00000041880.14","protein_coding",0.135136101031276,0.0257931697789024
"11216","ENSG00000207088.1","snoRNA",-0.145710512803364,-0.378620751097753
"6537","ENSG00000252214.1","snRNA",-0.157329146167672,-1.04261650607713
"4752","ENSG00000233384.2","bidirectional_promoter_lncRNA",-0.169677285763739,-1.17694166789364
"18132","ENSG00000272402.1","antisense",-0.149735423894026,-0.811788540285197
"17200","ENSG00000274235.1","unprocessed_pseudogene",0.187002398660045,-0.922883402728837
"15891","ENSG00000206770.1","misc_RNA",-0.137050025155791,5.71171321187975
"1662","ENSG00000225030.1","sense_intronic",-0.143176350553119,-0.966088546228218
"2555","ENSG00000143119.13","protein_coding",0.14870964628186,2.79609411398316
"5977","ENSG00000236090.2","processed_pseudogene",-0.131700030117946,4.07704139166547
"17083","ENSG00000248125.1","lincRNA",0.166648038215142,-1.37243707425925
"8285","ENSG00000225570.1","lincRNA",0.176758483114871,-0.62542570391247
"11587","ENSG00000242119.1","processed_pseudogene",-0.136976239940669,4.74419580501371
"4552","ENSG00000226868.1","lincRNA",0.151783392745781,3.64846121588613
"9904","ENSG00000114853.13","protein_coding",0.188501719045137,0.628856231278401
"11231","ENSG00000170893.3","protein_coding",-0.140857211362873,5.75324325027572
"9240","ENSG00000266109.1","miRNA",-0.162683215747327,-1.52136035091515
"18454","ENSG00000231074.8","antisense",0.128326184120114,1.47938997948248
"8566","ENSG00000204217.13","protein_coding",0.13079824954339,1.81600094098627
"13163","ENSG00000269921.1","lincRNA",0.146826476814187,-0.288099421643837
"6194","ENSG00000163001.11","protein_coding",0.137280980092071,3.33209018666195
"5722","ENSG00000115155.17","protein_coding",0.195581033556981,-1.08606649501961
"3699","ENSG00000237463.5","antisense",-0.127019030850363,5.15468172404268
"1859","ENSG00000272506.1","lincRNA",0.122200337476503,4.772741771965
"7483","ENSG00000200250.1","snRNA",0.146093029647754,0.974856264745827
"14021","ENSG00000250219.2","processed_pseudogene",0.126758597520826,7.92129148818723
"16768","ENSG00000132570.14","protein_coding",-0.134441500591313,4.44299271135406
"5814","ENSG00000115295.19","protein_coding",0.128265495315906,1.96674166370172
"17692","ENSG00000245317.2","lincRNA",0.131807170154184,0.0878364298542945
"18147","ENSG00000219682.4","processed_pseudogene",0.14705879754276,0.833603852138965
"2569","ENSG00000203878.11","transcribed_unprocessed_pseudogene",-0.170682804037912,-0.407076335048078
"5530","ENSG00000071575.11","protein_coding",0.12657188437821,1.0158489140966
"9576","ENSG00000233570.1","lincRNA",0.162161370976752,-1.05678473768366
"10538","ENSG00000213300.5","processed_pseudogene",0.154357616283079,0.190626001615021
"5452","ENSG00000240687.1","lincRNA",-0.138074954710034,3.1190140387613
"6498","ENSG00000135632.11","protein_coding",0.142343268930128,0.480497425470864
"12509","ENSG00000132406.11","protein_coding",0.141803494946581,2.68789041740505
"9147","ENSG00000243135.6","protein_coding",0.148938266658291,1.30870085339758
"3315","ENSG00000163348.3","protein_coding",-0.142323757750121,1.95777435943079
"8648","ENSG00000138400.12","protein_coding",-0.167737977532825,-1.39294170401748
"5677","ENSG00000233747.1","processed_pseudogene",-0.135508304639762,7.61425269783215
"18881","ENSG00000204092.2","lincRNA",0.15550626256389,-0.931281145194882
"7264","ENSG00000216867.2","processed_pseudogene",0.154751230762266,-1.43258611646174
"5609","ENSG00000235411.1","processed_pseudogene",-0.13992687664204,2.3895713626702
"11486","ENSG00000163746.11","protein_coding",0.129807733289992,-0.362032463110416
"15635","ENSG00000249410.1","processed_pseudogene",0.175933699693458,0.431668770003875
"2977","ENSG00000238107.1","lincRNA",0.155171973530861,0.366218139133853
"7497","ENSG00000200390.1","misc_RNA",0.130909777578216,4.6748158333774
"14433","ENSG00000249074.1","processed_pseudogene",0.124763317814883,2.48409230595979
"6816","ENSG00000243238.1","IG_V_gene",0.159203003241794,1.3051864144377
"827","ENSG00000229786.1","processed_pseudogene",0.151236596530788,-1.39573047648855
"16033","ENSG00000277818.1","misc_RNA",0.145340943846352,1.10061157669351
"14610","ENSG00000137601.16","protein_coding",0.140469967299586,1.83283554129961
"16508","ENSG00000249551.1","lincRNA",0.215853475796759,-1.38990902164538
"1196","ENSG00000214141.4","processed_pseudogene",0.143154443093246,-1.00951834118289
"2427","ENSG00000225191.1","processed_pseudogene",-0.152374285407009,0.937389724438975
"9748","ENSG00000272149.1","antisense",0.131462520509053,1.54971195143349
"6229","ENSG00000270447.1","processed_pseudogene",0.153642389167465,1.26031685116743
"13200","ENSG00000251339.5","lincRNA",0.151761930820361,-1.22452642930065
"8668","ENSG00000144401.14","protein_coding",-0.124975703168752,4.2054477721026
"5408","ENSG00000225964.5","antisense",-0.136793038595974,3.43130634364351
"14348","ENSG00000234828.8","protein_coding",0.174655931653942,-0.903825160382736
"4813","ENSG00000235827.2","unprocessed_pseudogene",-0.130536030319922,5.62923871448144
"12966","ENSG00000207481.1","misc_RNA",0.172471317009545,-0.723434496124107
"5966","ENSG00000252473.1","snoRNA",-0.131541826985257,4.41838294468414
"8303","ENSG00000231203.1","processed_pseudogene",0.139608873126377,3.66444728195851
"1285","ENSG00000279667.1","TEC",0.146428471382197,4.17273387723589
"11967","ENSG00000213158.6","processed_pseudogene",-0.134028755326663,4.78113744841341
"12125","ENSG00000263826.1","antisense",0.134679630070616,3.55509068119104
"5090","ENSG00000233735.5","antisense",-0.138398613513615,2.63182045175367
"13846","ENSG00000138796.16","protein_coding",0.138558860959476,-0.147551277998879
"2829","ENSG00000232721.2","lincRNA",-0.14285970280119,-0.358465610226611
"14515","ENSG00000250180.1","lincRNA",0.168794170705156,0.570943769280917
"3874","ENSG00000230849.2","processed_pseudogene",0.140293447461284,2.91795886795954
"6753","ENSG00000185304.14","protein_coding",0.140314470979022,3.62927868032995
"7630","ENSG00000214077.4","processed_pseudogene",-0.168063106935929,-0.882838613948116
"18756","ENSG00000272288.5","antisense",0.149809931189926,-1.039187002278
"11474","ENSG00000244024.1","processed_pseudogene",0.172987505748057,-0.571149646560202
"6957","ENSG00000236750.1","processed_pseudogene",0.130441464851232,4.23071374185552
"10585","ENSG00000239699.1","processed_pseudogene",0.159521939872813,-0.99046784692974
"12347","ENSG00000214135.8","transcribed_unprocessed_pseudogene",0.139618914491629,7.50710563531041
"10079","ENSG00000145040.3","protein_coding",0.142470307792497,5.13790254862204
"1049","ENSG00000084623.11","protein_coding",0.130468864397966,2.6376996633836
"18287","ENSG00000278677.1","protein_coding",-0.128387908057158,8.97864876767498
"2899","ENSG00000143127.12","protein_coding",-0.148073982343793,0.846362396817558
"374","ENSG00000225602.5","antisense",0.139384718781883,10.9071817226314
"13470","ENSG00000224218.1","antisense",0.13106295627006,4.02604491969602
"1965","ENSG00000227016.3","lincRNA",-0.129650038139186,3.34266289470145
"3343","ENSG00000236263.1","antisense",0.148137244645816,1.17037557925985
"7114","ENSG00000227623.1","processed_pseudogene",-0.131311763912582,5.79031226537748
"5553","ENSG00000233718.7","antisense",0.151661311647066,-0.651233293036695
"18000","ENSG00000237786.1","antisense",0.131721820468833,0.995184529675433
"12562","ENSG00000178597.6","protein_coding",0.126720987121426,1.41737819031004
"8142","ENSG00000217236.1","protein_coding",-0.119620747970166,1.73685170910871
"17899","ENSG00000240936.3","misc_RNA",0.133545706612457,-0.708562401939579
"14957","ENSG00000259757.1","lincRNA",0.127364678633138,3.58764759454107
"10021","ENSG00000178055.11","protein_coding",-0.193379727874844,-0.430196658909359
"3340","ENSG00000284586.1","miRNA",-0.153953615472608,2.87376312681651
"10676","ENSG00000251172.1","processed_pseudogene",-0.129084843353945,5.94249924918924
"13789","ENSG00000250651.1","processed_pseudogene",0.129138148444201,1.57576986321444
"4080","ENSG00000230470.1","sense_intronic",-0.131554759795645,5.45426832381913
"14441","ENSG00000185149.5","protein_coding",0.165018792707666,0.554659839114606
"2683","ENSG00000214204.4","processed_pseudogene",0.129033141297819,6.66941409597115
"7866","ENSG00000157827.19","protein_coding",0.14554174220409,1.25058549559837
"1642","ENSG00000266188.1","miRNA",0.136788355289438,-0.459909092209457
"12681","ENSG00000250371.1","lincRNA",-0.119520776161632,1.84449942062753
"7416","ENSG00000202046.1","misc_RNA",-0.1841874965746,1.46944211343573
"2870","ENSG00000196369.11","protein_coding",-0.140026694713155,5.18747084993884
"11149","ENSG00000239620.2","protein_coding",0.154108393286379,1.80382656117123
"6357","ENSG00000232693.2","sense_intronic",-0.13840370098367,3.05977201713747
"7353","ENSG00000175509.8","processed_pseudogene",0.176314557883101,0.211561065928991
"3040","ENSG00000178096.8","protein_coding",0.175866162606108,-0.913052316343242
"11082","ENSG00000243986.2","processed_pseudogene",0.132198104321628,1.63760460630818
"7015","ENSG00000278537.1","IG_V_pseudogene",-0.176044785518084,0.31269824710828
"18744","ENSG00000225339.3","processed_transcript",-0.130970429519206,2.76396999272793
"16052","ENSG00000248569.1","processed_pseudogene",-0.135718585279243,6.74941083173717
"828","ENSG00000223624.1","processed_pseudogene",-0.13562816536163,8.32192467857723
"16588","ENSG00000242814.2","processed_pseudogene",-0.12652790180525,4.17246317533742
"8417","ENSG00000230173.1","lincRNA",0.176002489404241,-1.19648709525309
"1787","ENSG00000284808.1","lincRNA",-0.130244708353789,5.79274034825336
"5805","ENSG00000163811.11","protein_coding",0.126045445319372,2.39965119019025
"13338","ENSG00000251177.2","unprocessed_pseudogene",-0.131299290053654,6.33792408612209
"2930","ENSG00000234225.2","lincRNA",0.136702256464518,-1.09572837322191
"6605","ENSG00000229494.1","lincRNA",-0.177655323438514,0.496216182870101
"15549","ENSG00000164588.6","protein_coding",0.132719142654749,1.57020989977057
"13411","ENSG00000244194.3","misc_RNA",0.14580961537718,2.71268708847366
"11077","ENSG00000242199.1","processed_pseudogene",0.142919064947114,9.14613919022178
"8254","ENSG00000271141.1","lincRNA",-0.128452302019431,5.14373493399788
"10662","ENSG00000234629.1","processed_pseudogene",-0.133838721768465,4.94791384838175
"13455","ENSG00000138760.9","protein_coding",-0.140879019530193,0.0759490207699423
"15844","ENSG00000205571.13","protein_coding",-0.124518292262966,3.93199075585135
"6393","ENSG00000236259.1","processed_pseudogene",0.143957632297465,5.78809546834793
"2711","ENSG00000134256.12","protein_coding",0.121174414996598,4.26844487403956
"17182","ENSG00000011083.8","protein_coding",0.140350756257242,0.760324163350412
"3848","ENSG00000117533.14","protein_coding",0.142280058248263,4.48998825497199
"15842","ENSG00000249230.1","unprocessed_pseudogene",-0.129622611106198,8.01217632514523
"18115","ENSG00000218512.2","processed_pseudogene",0.15516624991547,2.36274540372389
"12251","ENSG00000234805.1","processed_pseudogene",-0.136842505194465,5.82471945996914
"17568","ENSG00000175416.12","protein_coding",0.117225584648306,4.91091294671753
"5172","ENSG00000201758.1","misc_RNA",-0.135332895617164,2.43614288375664
"15143","ENSG00000183580.9","protein_coding",0.131503589400916,0.314478721097054
"2894","ENSG00000186141.8","protein_coding",0.153740790700798,-0.540223909358713
"9754","ENSG00000202175.1","rRNA_pseudogene",0.136848113012876,1.07022662927038
"9214","ENSG00000258984.5","protein_coding",0.134948842511211,0.201049046341651
"1382","ENSG00000066135.12","protein_coding",0.140446061000551,2.85992453495031
"4667","ENSG00000230318.2","processed_pseudogene",0.128437516618991,3.78453349742579
"4289","ENSG00000221028.1","miRNA",0.124337880071822,6.36763220916287
"15988","ENSG00000145708.10","protein_coding",-0.132291923391154,3.55051626946356
"1991","ENSG00000224149.1","antisense",0.136080406979978,1.65514641749727
"725","ENSG00000265422.1","miRNA",-0.130230974020348,4.56730908057895
"18459","ENSG00000224486.1","processed_pseudogene",-0.11772745558769,3.51110569281074
"7451","ENSG00000237856.1","lincRNA",-0.131808746776327,4.8236653027786
"7677","ENSG00000226953.7","antisense",-0.131556401112822,6.86178380578005
"4941","ENSG00000010072.15","protein_coding",-0.126276475429705,5.54150296863615
"4065","ENSG00000116698.21","protein_coding",-0.126359537395692,1.373103362635
"18080","ENSG00000200957.1","snRNA",-0.166146011130304,1.31014494968473
"8957","ENSG00000228802.1","antisense",0.140064573207623,5.75647773524448
"2743","ENSG00000231365.5","antisense",0.158561958916852,-0.288675068947291
"2421","ENSG00000243480.7","protein_coding",-0.130969788727202,4.81255622973757
"5393","ENSG00000224128.1","antisense",-0.132286037616225,6.25689868965968
"15282","ENSG00000207261.1","snRNA",0.157012961197902,4.66203979725272
"12116","ENSG00000275696.1","misc_RNA",-0.143173265058716,8.8275044572658
"13386","ENSG00000210839.1","snRNA",0.121576322524216,3.45558396152294
"7113","ENSG00000229209.1","lincRNA",-0.132330653335671,4.50672264492481
"15951","ENSG00000271815.1","lincRNA",-0.129304168322992,6.16767965582789
"10823","ENSG00000163507.13","protein_coding",0.132655627862209,7.30450486911396
"12881","ENSG00000247810.6","lincRNA",0.134915535229685,4.55131137263388
"11953","ENSG00000136518.16","protein_coding",0.149578045585226,0.509775312539737
"16401","ENSG00000186952.14","protein_coding",-0.132649313288471,2.56202114746989
"4758","ENSG00000234476.1","sense_intronic",-0.139629635549327,1.01572410351951
"12693","ENSG00000250634.5","lincRNA",0.150674421871923,-0.743159380202725
"14389","ENSG00000244544.2","misc_RNA",0.125884861405055,2.00066131975845
"9249","ENSG00000130414.11","protein_coding",-0.12152489052086,4.89471908438143
"16681","ENSG00000283678.1","miRNA",0.150297359788403,-0.677358481695196
"6308","ENSG00000233716.1","processed_pseudogene",-0.12578651393323,5.9743439579706
"6455","ENSG00000183733.6","protein_coding",-0.127734195494553,0.509584583341241
"4466","ENSG00000180667.10","protein_coding",-0.136981450503659,-0.533236223254842
"10529","ENSG00000242741.1","lincRNA",0.157356267185113,1.02168376192899
"15147","ENSG00000183654.8","protein_coding",0.131266890222855,-0.191248596953876
"17136","ENSG00000251330.3","antisense",-0.125908331852601,4.56861705884566
"9381","ENSG00000226258.6","lincRNA",0.130947409731069,-0.549725284752082
"3190","ENSG00000240386.3","protein_coding",0.146441018040072,1.58640140118728
"16378","ENSG00000145743.15","protein_coding",-0.143347390839606,4.50379278809067
"2736","ENSG00000092607.14","protein_coding",-0.128859296148805,4.80291346272975
"17651","ENSG00000178338.10","protein_coding",0.177057885766355,-0.216146385167788
"10000","ENSG00000223552.1","antisense",0.176791972100644,-0.906478610246322
"9037","ENSG00000183022.5","processed_pseudogene",0.152214268182992,-0.628784683018279
"18960","ENSG00000124541.6","protein_coding",0.163608231053288,5.04374843272204
"9635","ENSG00000174748.20","protein_coding",0.139729307775215,-1.34543815241659
"11254","ENSG00000250592.1","antisense",0.134373388961174,-0.671399358871204
"14548","ENSG00000250227.1","processed_pseudogene",0.126645072342585,0.409090267445151
"2912","ENSG00000201558.1","snRNA",0.130267596567667,-0.605947928636045
"14584","ENSG00000196104.10","protein_coding",0.133901674122708,1.03245792862476
"18770","ENSG00000065029.14","protein_coding",0.126949107166285,2.0177397161383
"10773","ENSG00000214407.3","lincRNA",0.12267623657594,3.09864102671302
"18791","ENSG00000137392.9","protein_coding",0.150444334823198,-1.44497020812308
"817","ENSG00000162430.16","protein_coding",-0.131241620264061,6.87146901556574
"13317","ENSG00000171234.13","protein_coding",0.137517215556968,0.621064960316651
"9084","ENSG00000144524.17","protein_coding",0.152067562875798,-0.33590263193826
"16509","ENSG00000249128.1","lincRNA",0.134691630596532,4.56272061526189
"3588","ENSG00000233691.2","processed_pseudogene",0.15147089179977,0.170214425018363
"10499","ENSG00000239350.2","processed_pseudogene",0.138755762371911,-0.947843110462014
"9794","ENSG00000271653.1","lincRNA",0.145352952500519,1.7198110573685
"12800","ENSG00000168228.14","protein_coding",0.139809620009386,-1.15393610939375
"6205","ENSG00000211520.2","miRNA",0.127449471210796,4.74951438290573
"10831","ENSG00000114487.9","protein_coding",0.12700562217135,11.5426878667175
"11165","ENSG00000058262.9","protein_coding",-0.12635964779466,3.73588600514935
"8377","ENSG00000251935.1","misc_RNA",0.136491645248529,1.51233832477986
"5650","ENSG00000235497.5","lincRNA",-0.123816022453772,5.34177965290048
"9646","ENSG00000237838.1","lincRNA",0.1658656001075,-0.659100359402124
"4716","ENSG00000234523.1","processed_pseudogene",0.137718899243794,4.43565399191282
"15184","ENSG00000284234.1","protein_coding",0.19027050513386,-1.28176479500225
"5800","ENSG00000226833.5","antisense",0.157827118165651,0.625942756186715
"6970","ENSG00000204685.6","processed_transcript",0.122854210846326,3.19988572748997
"2338","ENSG00000225206.9","lincRNA",0.12589873581823,0.370798950855296
"16759","ENSG00000113615.12","protein_coding",0.152955034013591,-0.527377566462617
"13619","ENSG00000272856.1","lincRNA",-0.147991307073339,4.29561586719784
"1800","ENSG00000240563.1","protein_coding",0.157921702112513,-1.42499341281353
"2400","ENSG00000170989.9","protein_coding",0.213404698502251,-0.989603545948833
"1657","ENSG00000162385.10","protein_coding",0.135453899122422,0.766587166422163
